ID	Relation	RelType	NE	X	Y	Y'	NEType	MeSH	Sent
1900	suppress	negative	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	MiR-193a-3p and miR-193a-5p suppress the metastasis of human osteosarcoma cells by down-regulating Rab27B and SRR , respectively .
1264	inhibit	negative	mir-193a	396.4244	635.1019	635.1019	miRNA		miR-193a-3p inhibited the metastasis of lung cancer cells by deregulating the expression of tumor-related proteins .
1264	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	miR-193a-3p inhibited the metastasis of lung cancer cells by deregulating the expression of tumor-related proteins .
1263	inhibit	negative	mir-193a	396.4244	635.1019	635.1019	miRNA		To explore the molecular mechanisms by which miR-193a-3p inhibited NSCLC metastasis , we investigated the changes in the protein profile of SPC-A-1sci ( highly metastatic ) cells in response to the up-regulation of miR-193a-3p expression using a proteomics approach ( iTRAQ combined with NanoLC-MS/MS ) .
1263	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	To explore the molecular mechanisms by which miR-193a-3p inhibited NSCLC metastasis , we investigated the changes in the protein profile of SPC-A-1sci ( highly metastatic ) cells in response to the up-regulation of miR-193a-3p expression using a proteomics approach ( iTRAQ combined with NanoLC-MS/MS ) .
955	downregulate	negative	mir-193a	396.4244	635.1019	635.1019	miRNA		Downregulation of miR-193a-5p correlates with lymph node metastasis and poor survival of CRC .
955	downregulate	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	Downregulation of miR-193a-5p correlates with lymph node metastasis and poor survival of CRC .
954	downregulate	negative	mir-193a	396.4244	635.1019	635.1019	miRNA		Downregulation of miR-193a-5p correlates with lymph node metastasis and poor prognosis in colorectal cancer .
954	downregulate	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	Downregulation of miR-193a-5p correlates with lymph node metastasis and poor prognosis in colorectal cancer .
575	inhibit	negative	mir-193a	396.4244	635.1019	635.1019	miRNA		Furthermore , functional assays showed that the overexpression of miR-193a-3p/5p inhibited NSCLC cell migration , invasion and epithelial-mesenchymal transition ( EMT ) in vitro and lung metastasis formation in vivo .
575	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Furthermore , functional assays showed that the overexpression of miR-193a-3p/5p inhibited NSCLC cell migration , invasion and epithelial-mesenchymal transition ( EMT ) in vitro and lung metastasis formation in vivo .
574	inhibit	negative	mir-193a	396.4244	635.1019	635.1019	miRNA		Furthermore , functional assays showed that the overexpression of miR-193a-3p/5p inhibited NSCLC cell migration , invasion and epithelial-mesenchymal transition ( EMT ) in vitro and lung metastasis formation in vivo .
574	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Furthermore , functional assays showed that the overexpression of miR-193a-3p/5p inhibited NSCLC cell migration , invasion and epithelial-mesenchymal transition ( EMT ) in vitro and lung metastasis formation in vivo .
573	downregulate	negative	mir-193a	396.4244	635.1019	635.1019	miRNA		In this study , by comparing the miRNA expression profiles of SPC-A-1sci ( high metastatic ) and SPC-A-1 ( weakly metastatic ) cells , we demonstrated that the downregulation and function of miR-193a-3p and miR-193a-5p in NSCLC metastasis and the expression of these miRNAs was suppressed in NSCLC compared with corresponding non-tumorous tissues .
573	downregulate	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	In this study , by comparing the miRNA expression profiles of SPC-A-1sci ( high metastatic ) and SPC-A-1 ( weakly metastatic ) cells , we demonstrated that the downregulation and function of miR-193a-3p and miR-193a-5p in NSCLC metastasis and the expression of these miRNAs was suppressed in NSCLC compared with corresponding non-tumorous tissues .
572	suppress	negative	microrna-193a	398.6642	639.9094	639.9094	miRNA		MicroRNA-193a-3p and -5p suppress the metastasis of human non-small-cell lung cancer by downregulating the ERBB4/PIK3R3/mTOR/S6K2 signaling pathway .
572	suppress	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	MicroRNA-193a-3p and -5p suppress the metastasis of human non-small-cell lung cancer by downregulating the ERBB4/PIK3R3/mTOR/S6K2 signaling pathway .
571	downregulate	negative	mirna-135a	400.9613	644.6898	644.6898	miRNA		In a multivariate analysis , down-regulation of miRNA-135a was an independent risk factor for LN metastasis ( adjusted odds ratio , 8.04 ; 95 % confidence interval , 1.08-59.81 ; p ? = ? 0.042 ) .
571	downregulate	negative	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	In a multivariate analysis , down-regulation of miRNA-135a was an independent risk factor for LN metastasis ( adjusted odds ratio , 8.04 ; 95 % confidence interval , 1.08-59.81 ; p ? = ? 0.042 ) .
570	upregulate	positive	mirna-135a	400.9613	644.6898	644.6898	miRNA		These patients showed a significantly more advanced stage ( TNM stage ? IB , 35.0 % vs. 12.8 % , p ? = ? 0.045 ) and higher rate of LN metastasis ( 30.0 % vs. 5.1 % , p ? = ? 0.014 ) than those with up-regulation of miRNA-135a expression .
570	upregulate	positive	local invasion 	1211.956	615.6148	615.6148	Cancer	D009362	These patients showed a significantly more advanced stage ( TNM stage ? IB , 35.0 % vs. 12.8 % , p ? = ? 0.045 ) and higher rate of LN metastasis ( 30.0 % vs. 5.1 % , p ? = ? 0.014 ) than those with up-regulation of miRNA-135a expression .
1422	inhibit	negative	mir-106a	403.3153	649.4424	649.4424	miRNA		Overall , this study suggested that miR-106a inhibited the growth and metastasis of NSCLC cells by decreasing PTEN expression .
1422	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Overall , this study suggested that miR-106a inhibited the growth and metastasis of NSCLC cells by decreasing PTEN expression .
1421	promote	positive	mir-106a	403.3153	649.4424	649.4424	miRNA		miR-106a promotes growth and metastasis of non-small cell lung cancer by targeting PTEN .
1421	promote	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	miR-106a promotes growth and metastasis of non-small cell lung cancer by targeting PTEN .
560	upregulate	positive	mir-106a	403.3153	649.4424	649.4424	miRNA		Here , we report that miR-106a is frequently up-regulated in gastric cancer tissues and positively correlates with metastasis .
560	upregulate	positive	gc	1242.449	487.0825	487.0825	Cancer	D061325	Here , we report that miR-106a is frequently up-regulated in gastric cancer tissues and positively correlates with metastasis .
559	regulate	positive	microrna-106a	405.7259	654.1665	654.1665	miRNA		MicroRNA-106a targets TIMP2 to regulate invasion and metastasis of gastric cancer .
559	regulate	positive	gc	1242.449	487.0825	487.0825	Cancer	D061325	MicroRNA-106a targets TIMP2 to regulate invasion and metastasis of gastric cancer .
1512	inhibit	negative	mir-302b	408.1928	658.8615	658.8615	miRNA		Taken together , our findings indicate that miR-302b inhibits SMMC-7721 cell invasion and metastasis by targeting AKT2 , suggesting that miR-302b might represent a potential therapeutic target for HCC intervention .
1512	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Taken together , our findings indicate that miR-302b inhibits SMMC-7721 cell invasion and metastasis by targeting AKT2 , suggesting that miR-302b might represent a potential therapeutic target for HCC intervention .
1511	suppress	negative	mir-302b	408.1928	658.8615	658.8615	miRNA		Overexpression of miR-302b suppressed HCC cell invasion and metastasis .
1511	suppress	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Overexpression of miR-302b suppressed HCC cell invasion and metastasis .
1510	suppress	negative	mir-302b	408.1928	658.8615	658.8615	miRNA		miR-302b suppresses cell invasion and metastasis by directly targeting AKT2 in human hepatocellular carcinoma cells .
1510	suppress	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	miR-302b suppresses cell invasion and metastasis by directly targeting AKT2 in human hepatocellular carcinoma cells .
558	downregulate	negative	mir-302b	408.1928	658.8615	658.8615	miRNA		miR-302b was significantly down-regulated and correlated with tumor differentiation and lymph node metastasis in ESCC .
558	downregulate	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	miR-302b was significantly down-regulated and correlated with tumor differentiation and lymph node metastasis in ESCC .
1955	downregulate	negative	mir-99a	410.7156	663.5267	663.5267	miRNA		Downregulation of miR-99a was significantly associated with advanced stage and tumor metastasis in lung adenocarcinoma patients , and it was found to be a poor prognostic factor in lung adenocarcinoma .
1955	downregulate	negative	colorectal cancer	1243.968	455.3036	455.3036	Cancer	D001943	Downregulation of miR-99a was significantly associated with advanced stage and tumor metastasis in lung adenocarcinoma patients , and it was found to be a poor prognostic factor in lung adenocarcinoma .
929	inhibit	negative	mir-99a	410.7156	663.5267	663.5267	miRNA		Further functional experiments found that overexpression of miR-99a inhibit cell proliferation , migration , and invasion of NSCLC cells in vitro and tumor metastasis of NSCLC in vivo .
929	inhibit	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Further functional experiments found that overexpression of miR-99a inhibit cell proliferation , migration , and invasion of NSCLC cells in vitro and tumor metastasis of NSCLC in vivo .
928	downregulate	negative	mir-99a	410.7156	663.5267	663.5267	miRNA		Down-regulation of miR-99a is significantly associated with last-stage and tumor metastasis in NSCLC patients .
928	downregulate	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Down-regulation of miR-99a is significantly associated with last-stage and tumor metastasis in NSCLC patients .
927	downregulate	negative	mir-99a	410.7156	663.5267	663.5267	miRNA		Herein , we found that miR-99a was downregulated in NSCLC tissues and suppressed tumor metastasis of NSCLC cells .
927	downregulate	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Herein , we found that miR-99a was downregulated in NSCLC tissues and suppressed tumor metastasis of NSCLC cells .
926	suppress	negative	mir-99a	410.7156	663.5267	663.5267	miRNA		miR-99a suppresses the metastasis of human non-small cell lung cancer cells by targeting AKT1 signaling pathway .
926	suppress	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	miR-99a suppresses the metastasis of human non-small cell lung cancer cells by targeting AKT1 signaling pathway .
638	downregulate	negative	mir-99a	410.7156	663.5267	663.5267	miRNA		Here , we showed that miR-99a and -99b ( miR-99a/b ) were down-regulated in human cervical cancer patient tissues and were negatively related with lymphatic metastasis .
638	downregulate	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Here , we showed that miR-99a and -99b ( miR-99a/b ) were down-regulated in human cervical cancer patient tissues and were negatively related with lymphatic metastasis .
637	downregulate	negative	mir-99a	410.7156	663.5267	663.5267	miRNA		Here , we showed that miR-99a and -99b ( miR-99a/b ) were down-regulated in human cervical cancer patient tissues and were negatively related with lymphatic metastasis .
637	downregulate	negative	escc	1243.493	471.2066	471.2066	Cancer	D009369	Here , we showed that miR-99a and -99b ( miR-99a/b ) were down-regulated in human cervical cancer patient tissues and were negatively related with lymphatic metastasis .
556	regulate	positive	mir-99a	410.7156	663.5267	663.5267	miRNA		Overall , results indicate that miR-99a functions as a tumor metastasis suppressor in OSCC cells and mutually regulates IGF1R expression in a reciprocal regulation .
556	regulate	positive	escc	1243.493	471.2066	471.2066	Cancer	D009369	Overall , results indicate that miR-99a functions as a tumor metastasis suppressor in OSCC cells and mutually regulates IGF1R expression in a reciprocal regulation .
1811	regulate	positive	mir-340	413.2939	668.1614	668.1614	miRNA		By bioinformatic analysis , we confirmed the important role of miR-340 as a pivotal regulator of breast cancer metastasis in targeting previously validated ( ROCK1 ) and potentially novel genes , i.e. , ( CTNNB1 and c-MYC ) .
